,Start Date,End Date,a,b,Spread Return,Position,Correlation,Hurst Exponent,ADF t-statistic,ADF p-value,mu,theta,sigma2
145,2016-09-26,2017-06-08,181,347,0.2059439620428069,1,0.8395799298260298,0.2770990681455383,-3.7018145851316766,0.004087702651818004,0.16314442797434803,42.14181977296449,0.012370638362648846
146,2017-10-31,2017-11-06,110,318,0.1236268995738737,-1,0.8492953251999763,0.30600046944167836,-3.452597866712992,0.00929127733686028,0.163332069367651,33.415022890899856,0.005060438165608073
147,2016-06-30,2016-07-13,295,143,0.16106643793458067,-1,0.7700047352081326,0.2532189067918723,-4.190317254715886,0.0006842134322661783,0.2143000610728229,38.46105054563677,0.015688237606225824
148,2016-10-03,2016-12-30,454,411,0.1267298062330125,1,0.8344054225645392,0.2574334177835798,-3.850466605341532,0.0024311871079771654,0.31907078897445096,33.2301065781871,0.011122915129227615
149,2017-02-01,2018-02-05,199,452,0.2403516776092016,1,0.7851603860686838,0.21976146621574705,-3.5632749436947746,0.006503216563343067,0.22344783108941318,31.303904437031576,0.013794944844583878
150,2016-10-19,2016-10-31,4,0,0.15687333839041573,-1,0.7431368596515989,0.23280986071919707,-4.851633878005337,4.327747777484557e-05,0.36957913330430747,48.5884913402146,0.029578992455042818
151,2016-11-02,2018-01-18,234,228,0.21441031022110058,1,0.7953977007784631,0.27445757302863943,-3.5403244626255423,0.007009895610281096,0.31056406811816833,29.018279979328586,0.030246468021261023
152,2016-10-19,2018-06-13,452,413,0.16039809832020654,-1,0.7797202734362182,0.2955700190545771,-3.5261009427722816,0.007341530106594841,0.2584626030813937,27.432847179208828,0.01564203478332926
153,2016-10-21,2016-11-02,252,122,0.21342152075173554,-1,0.7516637488446508,0.3788256930058263,-3.749738357700844,0.0034655130445035596,0.2633369471858663,31.677035860814854,0.027417449198751564
154,2016-11-21,2017-03-21,280,277,0.42238513006896183,-1,0.7732711348792117,0.2175235562068693,-3.5396210450954646,0.0070259731368585735,0.13506678936361777,29.354822037054948,0.03444293754796201
155,2016-10-25,2018-05-07,396,63,0.26364325773308145,-1,0.7695079755997282,0.36010554501913744,-3.7571555520060644,0.0033773790935186414,0.292059885157493,29.025221222143312,0.03227346106050256
156,2016-10-26,2018-10-22,396,277,0.3056220434628924,-1,0.7259187882960666,0.23764334153280198,-3.4572946363414214,0.009154032188333274,0.23227457943206387,22.039306565025004,0.032607657864950054
157,2016-10-28,2018-12-28,146,102,-0.3423625539968688,-1,0.7908748797552051,0.2145578973236772,-3.7884395156330934,0.0030278333751145533,0.24851167695109938,33.05444134873684,0.009695398987924701
158,2016-11-29,2018-12-28,347,413,-0.24726141307113683,-1,0.7783436564186981,0.30110606505550674,-3.4603388705794744,0.009066049035641347,0.3512409699684094,26.09837256527839,0.016151575554187385
159,2016-12-28,2017-01-17,277,464,0.3779148643822491,1,0.729486226937472,0.46223470022785673,-3.56491205008818,0.006468371908160555,0.2505921538108231,21.225880804124788,0.037200568619603816
160,2017-02-16,2017-05-01,258,269,0.312078962598051,1,0.8557916914902841,0.20531819736425055,-5.046112419216943,1.7972878673686545e-05,0.10754911511063939,33.17798706410359,0.008519798204909154
161,2017-02-28,2017-04-19,12,464,0.12363587091249217,-1,0.8172969254510581,0.2967163489288245,-4.078689950927441,0.0010501299992163422,0.4265775618673551,32.48872752592528,0.019009090213153543
162,2017-03-08,2017-07-07,182,413,0.11998153236879627,-1,0.7064791436977175,0.2766853784355079,-3.753265723852227,0.003423339685011904,0.36982926469640504,30.29805710663342,0.019252557354656922
